algorithm,heuristic,solution found,depth,initial_state,final_state,action_sequence,path_cost,time (ms), nodes, memory (Kb)
depth_acyclic,None,True,13,"Vaslui","Zerind","[Vaslui -> Urziceni (142), Urziceni -> Bucharest (85), Bucharest -> Fagaras (211), Fagaras -> Sibiu (99), Sibiu -> Rimnicu (80), Rimnicu -> Pitesti (97), Pitesti -> Craiova (138), Craiova -> Drobeta (120), Drobeta -> Mehadia (75), Mehadia -> Lugoj (70), Lugoj -> Timisoara (111), Timisoara -> Arad (118), Arad -> Zerind (75)]",1421,0.33020973205566406,40,7.872
depth_acyclic,None,True,5,"Iasi","Sibiu","[Iasi -> Vaslui (92), Vaslui -> Urziceni (142), Urziceni -> Bucharest (85), Bucharest -> Fagaras (211), Fagaras -> Sibiu (99)]",629,0.1633167266845703,19,3.552
depth_acyclic,None,True,9,"Iasi","Drobeta","[Iasi -> Vaslui (92), Vaslui -> Urziceni (142), Urziceni -> Bucharest (85), Bucharest -> Fagaras (211), Fagaras -> Sibiu (99), Sibiu -> Rimnicu (80), Rimnicu -> Pitesti (97), Pitesti -> Craiova (138), Craiova -> Drobeta (120)]",1064,0.2665519714355469,32,6.208
depth_acyclic,None,True,9,"Neamt","Craiova","[Neamt -> Iasi (87), Iasi -> Vaslui (92), Vaslui -> Urziceni (142), Urziceni -> Bucharest (85), Bucharest -> Fagaras (211), Fagaras -> Sibiu (99), Sibiu -> Rimnicu (80), Rimnicu -> Pitesti (97), Pitesti -> Craiova (138)]",1031,0.2453327178955078,29,6.208
depth_acyclic,None,True,7,"Neamt","Rimnicu","[Neamt -> Iasi (87), Iasi -> Vaslui (92), Vaslui -> Urziceni (142), Urziceni -> Bucharest (85), Bucharest -> Fagaras (211), Fagaras -> Sibiu (99), Sibiu -> Rimnicu (80)]",796,0.19979476928710938,23,5.077
depth_acyclic,None,True,6,"Sibiu","Eforie","[Sibiu -> Rimnicu (80), Rimnicu -> Pitesti (97), Pitesti -> Bucharest (101), Bucharest -> Urziceni (85), Urziceni -> Hirsova (98), Hirsova -> Eforie (86)]",547,0.3364086151123047,42,6.819
depth_acyclic,None,True,9,"Hirsova","Mehadia","[Hirsova -> Urziceni (98), Urziceni -> Bucharest (85), Bucharest -> Fagaras (211), Fagaras -> Sibiu (99), Sibiu -> Rimnicu (80), Rimnicu -> Pitesti (97), Pitesti -> Craiova (138), Craiova -> Drobeta (120), Drobeta -> Mehadia (75)]",1003,0.3273487091064453,29,6.260
depth_acyclic,None,True,14,"Hirsova","Oradea","[Hirsova -> Urziceni (98), Urziceni -> Bucharest (85), Bucharest -> Fagaras (211), Fagaras -> Sibiu (99), Sibiu -> Rimnicu (80), Rimnicu -> Pitesti (97), Pitesti -> Craiova (138), Craiova -> Drobeta (120), Drobeta -> Mehadia (75), Mehadia -> Lugoj (70), Lugoj -> Timisoara (111), Timisoara -> Arad (118), Arad -> Zerind (75), Zerind -> Oradea (71)]",1448,0.6692409515380859,40,7.872
depth_acyclic,None,True,12,"Hirsova","Arad","[Hirsova -> Urziceni (98), Urziceni -> Bucharest (85), Bucharest -> Fagaras (211), Fagaras -> Sibiu (99), Sibiu -> Rimnicu (80), Rimnicu -> Pitesti (97), Pitesti -> Craiova (138), Craiova -> Drobeta (120), Drobeta -> Mehadia (75), Mehadia -> Lugoj (70), Lugoj -> Timisoara (111), Timisoara -> Arad (118)]",1302,0.29349327087402344,35,7.208
depth_acyclic,None,True,9,"Giurgiu","Lugoj","[Giurgiu -> Bucharest (90), Bucharest -> Fagaras (211), Fagaras -> Sibiu (99), Sibiu -> Rimnicu (80), Rimnicu -> Pitesti (97), Pitesti -> Craiova (138), Craiova -> Drobeta (120), Drobeta -> Mehadia (75), Mehadia -> Lugoj (70)]",980,0.2117156982421875,26,5.848
depth_acyclic,None,True,10,"Giurgiu","Timisoara","[Giurgiu -> Bucharest (90), Bucharest -> Fagaras (211), Fagaras -> Sibiu (99), Sibiu -> Rimnicu (80), Rimnicu -> Pitesti (97), Pitesti -> Craiova (138), Craiova -> Drobeta (120), Drobeta -> Mehadia (75), Mehadia -> Lugoj (70), Lugoj -> Timisoara (111)]",1091,0.23055076599121094,28,6.180
